p_underdog,proportion_mu_high_to_admit,frequency_high_mu,frequency_high_sigma,mean_to_std_diff_ratio,game_value,over_q1,over_q2,over_q3,over_q4,under_q1,under_q2,under_q3,under_q4
0.5,24,0.4,0.25,0.3,0.5,12,32,0,0,12,32,0,0
0.5,24,0.4,0.25,0.4,0.5,12,32,0,0,12,32,0,0
0.5,24,0.4,0.25,0.5,0.5,12,32,0,0,12,32,0,0
0.5,24,0.4,0.25,0.6,0.5042286036500935,12,18,0,0,12,0,18,0
0.5,24,0.4,0.25,0.7,0.5084229373824354,12,18,0,0,12,0,18,0
0.5,24,0.4,0.25,0.8,0.5084229373824354,12,18,0,0,12,0,18,0
0.5,24,0.4,0.25,0.9,0.5084229373824354,12,18,0,0,12,0,18,0
0.5,28,0.4,0.25,0.1,0.5,12,36,1,3,12,36,0,4
0.5,28,0.4,0.25,0.2,0.5,12,36,1,3,12,36,0,4
0.5,28,0.4,0.25,0.3,0.5,12,36,1,3,12,36,0,4
0.5,28,0.4,0.25,0.4,0.5,12,36,1,3,12,36,0,4
0.5,28,0.4,0.25,0.5,0.5,12,36,1,3,12,36,0,4
0.5,28,0.4,0.25,0.6,0.5008542758267575,12,25,1,3,12,20,12,0
0.5,28,0.4,0.25,0.7,0.5077951360472951,12,20,2,3,12,7,18,0
0.5,28,0.4,0.25,0.8,0.512824617380442,12,18,2,3,12,0,18,5
0.5,28,0.4,0.25,0.9,0.5128777169927495,12,18,2,3,12,0,18,5
0.5,33,0.4,0.25,0.1,0.5,12,36,2,8,12,36,0,10
0.5,33,0.4,0.25,0.2,0.5,12,36,2,8,12,36,0,10
0.5,33,0.4,0.25,0.3,0.5,12,36,2,8,12,36,0,10
0.5,33,0.4,0.25,0.4,0.5,12,36,3,7,12,36,10,0
0.5,33,0.4,0.25,0.5,0.4997667141690904,12,30,3,7,12,29,12,0
0.5,33,0.4,0.25,0.6,0.5022944157308401,12,28,3,7,12,26,13,0
0.5,33,0.4,0.25,0.7,0.5082589817295091,12,23,4,7,12,16,18,0
0.5,33,0.4,0.25,0.8,0.5116490705276903,12,23,4,7,12,16,18,0
0.5,33,0.4,0.25,0.9,0.516060773586273,12,23,4,7,12,16,18,0
0.5,38,0.4,0.25,0.1,0.5,12,36,8,10,12,36,18,0
0.5,38,0.4,0.25,0.2,0.5,12,36,8,10,12,36,18,0
0.5,38,0.4,0.25,0.3,0.5004238781763632,12,36,8,10,12,36,18,0
0.5,38,0.4,0.25,0.4,0.5017235779646073,12,36,8,10,12,36,18,0
0.5,38,0.4,0.25,0.5,0.5040757983356019,12,36,8,10,12,36,18,0
0.5,38,0.4,0.25,0.6,0.5053341063822614,12,36,8,10,12,36,18,0
0.5,38,0.4,0.25,0.7,0.5075164327117324,12,32,8,10,12,32,18,0
0.5,38,0.4,0.25,0.8,0.5084933987474298,12,32,8,10,12,32,18,0
0.5,38,0.4,0.25,0.9,0.5116506456705441,12,32,8,10,12,32,18,0
0.5,43,0.4,0.25,0.1,0.5,12,36,10,15,12,36,18,7
0.5,43,0.4,0.25,0.2,0.5003629776487958,12,36,10,15,12,36,18,7
0.5,43,0.4,0.25,0.3,0.5010844368781636,12,36,10,15,12,36,18,7
0.5,43,0.4,0.25,0.4,0.5028682356972171,12,36,10,15,12,36,18,7
0.5,43,0.4,0.25,0.5,0.5044591414672404,12,36,10,15,12,36,18,7
0.5,43,0.4,0.25,0.6,0.5046307835826042,12,36,10,15,12,36,18,7
0.5,43,0.4,0.25,0.7,0.5048022507569329,12,35,10,15,12,35,18,7
0.5,43,0.4,0.25,0.8,0.5060917450675929,12,35,10,15,12,35,18,7
0.5,43,0.4,0.25,0.9,0.5092621130539567,12,35,10,15,12,35,18,7
0.6,9,0.4,0.25,0.1,0.5475498321873317,4,6,0,1,10,0,0,0
0.6,9,0.4,0.25,0.2,0.5550877239827828,4,6,0,1,10,0,0,0
0.6,9,0.4,0.25,0.3,0.5550877239827828,4,6,0,1,10,0,0,0
0.6,9,0.4,0.25,0.4,0.5550877239827828,4,6,0,1,10,0,0,0
0.6,9,0.4,0.25,0.5,0.5550877239827828,4,6,0,1,10,0,0,0
0.6,9,0.4,0.25,0.6,0.5550877239827828,4,6,0,1,10,0,0,0
0.6,9,0.4,0.25,0.7,0.5550877239827828,4,6,0,1,10,0,0,0
0.6,9,0.4,0.25,0.8,0.5550877239827828,4,6,0,1,10,0,0,0
0.6,9,0.4,0.25,0.9,0.5550877239827828,4,6,0,1,10,0,0,0
0.6,14,0.4,0.25,0.1,0.5018547321238904,8,9,0,2,12,0,0,4
0.6,14,0.4,0.25,0.2,0.5097068337013648,8,9,0,2,12,0,0,5
0.6,14,0.4,0.25,0.3,0.5178085513552346,8,9,0,2,12,0,0,5
0.6,14,0.4,0.25,0.4,0.5251935658496334,8,9,0,2,12,0,0,5
0.6,14,0.4,0.25,0.5,0.5251935658496334,8,9,0,2,12,0,0,5
0.6,14,0.4,0.25,0.6,0.5251935658496334,8,9,0,2,12,0,0,5
0.6,14,0.4,0.25,0.7,0.5251935658496334,8,9,0,2,12,0,0,5
0.6,14,0.4,0.25,0.8,0.5251935658496334,8,9,0,2,12,0,0,5
0.6,14,0.4,0.25,0.9,0.5251935658496334,8,9,0,2,12,0,0,5
0.6,19,0.4,0.25,0.1,0.4996343347898051,8,16,1,2,10,14,0,0
0.6,19,0.4,0.25,0.2,0.5052069618390134,10,15,1,2,12,13,0,0
0.6,19,0.4,0.25,0.3,0.5055855282237015,10,15,1,2,12,13,0,0
0.6,19,0.4,0.25,0.4,0.5059831790758453,10,15,1,2,12,13,0,0
0.6,19,0.4,0.25,0.5,0.5067721450340112,10,15,1,2,12,13,0,0
0.6,19,0.4,0.25,0.6,0.5130911658741195,10,12,2,2,12,0,12,0
0.6,19,0.4,0.25,0.7,0.5130911658741195,10,12,2,2,12,0,12,0
0.6,19,0.4,0.25,0.8,0.5130911658741195,10,12,2,2,12,0,12,0
0.6,19,0.4,0.25,0.9,0.5130911658741195,10,12,2,2,12,0,12,0
0.6,24,0.4,0.25,0.1,0.49906427790494656,12,24,1,3,12,23,0,0
0.6,24,0.4,0.25,0.2,0.4991384947269638,12,24,1,3,12,23,0,0
0.6,24,0.4,0.25,0.3,0.4992182180808344,12,24,1,3,12,23,0,0
0.6,24,0.4,0.25,0.4,0.49930408441458946,12,24,1,3,12,23,0,0
0.6,24,0.4,0.25,0.5,0.49972143712692796,12,24,1,3,12,23,0,0
0.6,24,0.4,0.25,0.6,0.5051672710087476,12,15,2,3,12,0,18,0
0.6,24,0.4,0.25,0.7,0.5084229373824354,12,15,2,3,12,0,18,0
0.6,24,0.4,0.25,0.8,0.5084229373824354,12,15,2,3,12,0,18,0
0.6,24,0.4,0.25,0.9,0.5084229373824354,12,15,2,3,12,0,18,0
0.6,28,0.4,0.25,0.1,0.497865521888891,12,36,1,3,10,36,0,0
0.6,28,0.4,0.25,0.2,0.5,12,33,2,6,12,33,0,0
0.6,28,0.4,0.25,0.3,0.5,12,33,2,6,12,33,0,0
0.6,28,0.4,0.25,0.4,0.5,12,33,2,6,12,33,0,0
0.6,28,0.4,0.25,0.5,0.5,12,33,2,6,12,33,0,0
0.6,28,0.4,0.25,0.6,0.5,12,33,2,6,12,33,0,0
0.6,28,0.4,0.25,0.7,0.5070974426033487,12,17,4,6,12,7,16,0
0.6,28,0.4,0.25,0.8,0.5128777169927495,12,15,5,6,12,0,18,5
0.6,28,0.4,0.25,0.9,0.5128777169927495,12,15,5,6,12,0,18,5
0.6,33,0.4,0.25,0.1,0.5,12,36,3,10,12,36,0,4
0.6,33,0.4,0.25,0.2,0.5,12,36,3,10,12,36,0,4
0.6,33,0.4,0.25,0.3,0.5,12,36,3,10,12,36,0,4
0.6,33,0.4,0.25,0.4,0.5,12,36,3,10,12,36,0,4
0.6,33,0.4,0.25,0.5,0.5,12,36,3,10,12,36,0,4
0.6,33,0.4,0.25,0.6,0.5041081360068334,12,22,6,10,12,20,15,0
0.6,33,0.4,0.25,0.7,0.5075133179730725,12,20,8,10,12,14,18,0
0.6,33,0.4,0.25,0.8,0.5092957500655605,12,20,8,10,12,14,18,0
0.6,33,0.4,0.25,0.9,0.5095518262037917,12,20,8,10,12,14,18,0
0.6,38,0.4,0.25,0.1,0.5,12,36,4,16,12,36,0,10
0.6,38,0.4,0.25,0.2,0.5,12,36,4,16,12,36,0,10
0.6,38,0.4,0.25,0.3,0.5,12,36,4,16,12,36,0,10
0.6,38,0.4,0.25,0.4,0.5,12,36,6,14,12,36,10,0
0.6,38,0.4,0.25,0.5,0.5,12,36,6,14,12,36,10,0
0.6,38,0.4,0.25,0.6,0.5049311417441119,12,25,10,14,12,24,18,0
0.6,38,0.4,0.25,0.7,0.505131932466696,12,24,10,14,12,23,18,0
0.6,38,0.4,0.25,0.8,0.5061907952189059,12,24,10,14,12,23,18,0
0.6,38,0.4,0.25,0.9,0.5096174187985381,12,24,10,14,12,23,18,0
0.6,43,0.4,0.25,0.1,0.5,12,36,15,17,12,36,18,2
0.6,43,0.4,0.25,0.2,0.5003629776487958,12,36,15,17,12,36,18,2
0.6,43,0.4,0.25,0.3,0.5010844368781636,12,36,15,17,12,36,18,2
0.6,43,0.4,0.25,0.4,0.501198706038644,12,36,15,17,12,36,18,2
0.6,43,0.4,0.25,0.5,0.5012484884097094,12,36,15,17,12,36,18,2
0.6,43,0.4,0.25,0.6,0.501296227904569,12,36,15,17,12,36,18,2
0.6,43,0.4,0.25,0.7,0.5013427940923807,12,36,15,17,12,36,18,2
0.6,43,0.4,0.25,0.8,0.5024713849591212,12,36,15,17,12,36,18,2
0.6,43,0.4,0.25,0.9,0.5031659551117015,12,36,15,17,12,36,18,2
0.7,9,0.4,0.25,0.1,0.5396797983861256,5,6,0,1,10,0,0,0
0.7,9,0.4,0.25,0.2,0.5396797983861256,5,6,0,1,10,0,0,0
0.7,9,0.4,0.25,0.3,0.5396797983861256,5,6,0,1,10,0,0,0
0.7,9,0.4,0.25,0.4,0.5396797983861256,5,6,0,1,10,0,0,0
0.7,9,0.4,0.25,0.5,0.5396797983861256,5,6,0,1,10,0,0,0
0.7,9,0.4,0.25,0.6,0.5396797983861256,5,6,0,1,10,0,0,0
0.7,9,0.4,0.25,0.7,0.5396797983861256,5,6,0,1,10,0,0,0
0.7,9,0.4,0.25,0.8,0.5396797983861256,5,6,0,1,10,0,0,0
0.7,9,0.4,0.25,0.9,0.5396797983861256,5,6,0,1,10,0,0,0
0.7,14,0.4,0.25,0.1,0.4960646152018763,10,9,0,2,12,0,0,4
0.7,14,0.4,0.25,0.2,0.5037351910842679,10,9,0,2,12,0,0,5
0.7,14,0.4,0.25,0.3,0.5107292305844431,10,9,0,2,12,0,0,5
0.7,14,0.4,0.25,0.4,0.5107292305844431,10,9,0,2,12,0,0,5
0.7,14,0.4,0.25,0.5,0.5107292305844431,10,9,0,2,12,0,0,5
0.7,14,0.4,0.25,0.6,0.5107292305844431,10,9,0,2,12,0,0,5
0.7,14,0.4,0.25,0.7,0.5107292305844431,10,9,0,2,12,0,0,5
0.7,14,0.4,0.25,0.8,0.5107292305844431,10,9,0,2,12,0,0,5
0.7,14,0.4,0.25,0.9,0.5107292305844431,10,9,0,2,12,0,0,5
0.7,19,0.4,0.25,0.1,0.4957606622511506,10,16,1,2,10,14,0,0
0.7,19,0.4,0.25,0.2,0.4972505723596409,11,16,1,2,11,13,0,0
0.7,19,0.4,0.25,0.3,0.4975347440918906,11,16,1,2,11,13,0,0
0.7,19,0.4,0.25,0.4,0.49783333047119177,11,16,1,2,11,13,0,0
0.7,19,0.4,0.25,0.5,0.49814745681568856,11,16,1,2,11,13,0,0
0.7,19,0.4,0.25,0.6,0.5,12,12,1,2,12,0,0,10
0.7,19,0.4,0.25,0.7,0.5,12,12,1,2,12,0,0,10
0.7,19,0.4,0.25,0.8,0.5,12,12,1,2,12,0,0,10
0.7,19,0.4,0.25,0.9,0.5,12,12,1,2,12,0,0,10
0.7,24,0.4,0.25,0.1,0.5,11,19,2,6,11,19,0,0
0.7,24,0.4,0.25,0.2,0.5,11,19,2,6,11,19,0,0
0.7,24,0.4,0.25,0.3,0.5,11,19,2,6,11,19,0,0
0.7,24,0.4,0.25,0.4,0.5,11,19,2,6,11,19,0,0
0.7,24,0.4,0.25,0.5,0.5,11,19,2,6,11,19,0,0
0.7,24,0.4,0.25,0.6,0.5065911447743172,11,12,7,6,11,0,18,0
0.7,24,0.4,0.25,0.7,0.5109439300760108,11,12,7,6,11,0,18,0
0.7,24,0.4,0.25,0.8,0.5109439300760108,11,12,7,6,11,0,18,0
0.7,24,0.4,0.25,0.9,0.5109439300760108,11,12,7,6,11,0,18,0
0.7,28,0.4,0.25,0.1,0.5025504468782862,11,22,3,9,11,24,0,0
0.7,28,0.4,0.25,0.2,0.5023586339148297,11,22,3,9,11,24,0,0
0.7,28,0.4,0.25,0.3,0.5021506735213747,11,22,3,9,11,24,0,0
0.7,28,0.4,0.25,0.4,0.5011914959131121,11,22,3,9,11,24,0,0
0.7,28,0.4,0.25,0.5,0.5010259891888181,11,22,3,9,11,24,0,0
0.7,28,0.4,0.25,0.6,0.5008490757640555,11,22,3,9,11,24,0,0
0.7,28,0.4,0.25,0.7,0.5069927945852226,12,12,10,9,12,0,18,4
0.7,28,0.4,0.25,0.8,0.5071621383719849,11,12,10,10,11,0,18,5
0.7,28,0.4,0.25,0.9,0.5071621383719849,11,12,10,10,11,0,18,5
0.7,33,0.4,0.25,0.1,0.49914213544840186,11,36,4,13,11,35,0,0
0.7,33,0.4,0.25,0.2,0.4992018017085011,11,36,4,13,11,35,0,0
0.7,33,0.4,0.25,0.3,0.49926732087751385,11,36,4,13,11,35,0,0
0.7,33,0.4,0.25,0.4,0.49952543553360085,11,36,4,13,11,35,0,0
0.7,33,0.4,0.25,0.5,0.4995874288085085,11,36,4,13,11,35,0,0
0.7,33,0.4,0.25,0.6,0.49965502578313403,11,36,4,13,11,35,0,0
0.7,33,0.4,0.25,0.7,0.5026214904648025,11,16,13,13,11,13,18,0
0.7,33,0.4,0.25,0.8,0.5043857927326899,11,16,13,13,11,13,18,0
0.7,33,0.4,0.25,0.9,0.5061533669962424,11,12,13,15,11,0,18,12
0.7,38,0.4,0.25,0.1,0.5,12,36,6,17,12,36,0,4
0.7,38,0.4,0.25,0.2,0.5,12,36,6,17,12,36,0,4
0.7,38,0.4,0.25,0.3,0.5,12,36,6,17,12,36,0,4
0.7,38,0.4,0.25,0.4,0.5,12,36,6,17,12,36,0,4
0.7,38,0.4,0.25,0.5,0.5,12,36,6,17,12,36,0,4
0.7,38,0.4,0.25,0.6,0.5010069672791094,12,22,13,16,12,23,14,0
0.7,38,0.4,0.25,0.7,0.5,11,20,18,16,11,20,18,0
0.7,38,0.4,0.25,0.8,0.5,11,20,18,16,11,20,18,0
0.7,38,0.4,0.25,0.9,0.5,11,20,18,16,11,20,18,0
0.7,43,0.4,0.25,0.1,0.5,11,36,7,23,11,36,0,11
0.7,43,0.4,0.25,0.2,0.5,11,36,7,23,11,36,0,11
0.7,43,0.4,0.25,0.3,0.5,12,36,7,23,12,36,0,10
0.7,43,0.4,0.25,0.4,0.5,12,36,7,23,12,36,0,10
0.7,43,0.4,0.25,0.5,0.49967333103195216,12,30,17,20,12,31,15,0
0.7,43,0.4,0.25,0.6,0.5003419114305632,11,28,18,20,11,29,18,0
0.7,43,0.4,0.25,0.7,0.5003727132837497,12,25,18,20,12,27,18,0
0.7,43,0.4,0.25,0.8,0.5001166489186339,12,25,18,20,12,27,18,0
0.7,43,0.4,0.25,0.9,0.5000591448112434,12,25,18,20,12,27,18,0
