(0.0,0.0)	0.0
(0.0,0.1)	0.0
(0.0,0.2)	0.0
(0.0,0.3)	0.0
(0.0,0.4)	0.0
(0.0,0.5)	0.0
(0.0,0.6)	0.0
(0.0,0.7)	0.0
(0.0,0.8)	0.0
(0.0,0.9)	0.0
(0.0,1.0)	0.0
(0.1,0.0)	0.0
(0.1,0.1)	0.011300000000000001
(0.1,0.2)	0.022
(0.1,0.3)	0.03269999999999999
(0.1,0.4)	0.037899999999999996
(0.1,0.5)	0.05
(0.1,0.6)	0.05949999999999998
(0.1,0.7)	0.0691
(0.1,0.8)	0.0793
(0.1,0.9)	0.08860000000000001
(0.1,1.0)	0.10000000000000002
(0.2,0.0)	0.0
(0.2,0.1)	0.0202
(0.2,0.2)	0.038
(0.2,0.3)	0.06
(0.2,0.4)	0.0809
(0.2,0.5)	0.09910000000000001
(0.2,0.6)	0.11880000000000002
(0.2,0.7)	0.138
(0.2,0.8)	0.1628
(0.2,0.9)	0.17980000000000002
(0.2,1.0)	0.20000000000000004
(0.3,0.0)	0.0
(0.3,0.1)	0.0289
(0.3,0.2)	0.0602
(0.3,0.3)	0.09220000000000002
(0.3,0.4)	0.11770000000000001
(0.3,0.5)	0.14970000000000003
(0.3,0.6)	0.18180000000000004
(0.3,0.7)	0.213
(0.3,0.8)	0.242
(0.3,0.9)	0.27169999999999994
(0.3,1.0)	0.2999999999999999
(0.4,0.0)	0.0
(0.4,0.1)	0.0395
(0.4,0.2)	0.07940000000000001
(0.4,0.3)	0.12030000000000002
(0.4,0.4)	0.159
(0.4,0.5)	0.20090000000000002
(0.4,0.6)	0.24180000000000001
(0.4,0.7)	0.2822
(0.4,0.8)	0.322
(0.4,0.9)	0.36069999999999997
(0.4,1.0)	0.4000000000000001
(0.5,0.0)	0.0
(0.5,0.1)	0.0498
(0.5,0.2)	0.10210000000000001
(0.5,0.3)	0.15510000000000002
(0.5,0.4)	0.19850000000000004
(0.5,0.5)	0.24910000000000002
(0.5,0.6)	0.29910000000000003
(0.5,0.7)	0.3487
(0.5,0.8)	0.4015
(0.5,0.9)	0.44960000000000006
(0.5,1.0)	0.5
(0.6,0.0)	0.0
(0.6,0.1)	0.06039999999999999
(0.6,0.2)	0.118
(0.6,0.3)	0.18080000000000002
(0.6,0.4)	0.2435
(0.6,0.5)	0.3006
(0.6,0.6)	0.3634
(0.6,0.7)	0.42410000000000003
(0.6,0.8)	0.47940000000000005
(0.6,0.9)	0.5401999999999999
(0.6,1.0)	0.5999999999999998
(0.7,0.0)	0.0
(0.7,0.1)	0.06929999999999999
(0.7,0.2)	0.14250000000000002
(0.7,0.3)	0.2116
(0.7,0.4)	0.2824
(0.7,0.5)	0.35
(0.7,0.6)	0.42290000000000005
(0.7,0.7)	0.49110000000000004
(0.7,0.8)	0.5606999999999999
(0.7,0.9)	0.6279999999999998
(0.7,1.0)	0.6999999999999998
(0.8,0.0)	0.0
(0.8,0.1)	0.0828
(0.8,0.2)	0.16170000000000004
(0.8,0.3)	0.2407
(0.8,0.4)	0.3185
(0.8,0.5)	0.402
(0.8,0.6)	0.47980000000000006
(0.8,0.7)	0.5595999999999999
(0.8,0.8)	0.6394999999999998
(0.8,0.9)	0.7226999999999998
(0.8,1.0)	0.8000000000000002
(0.9,0.0)	0.0
(0.9,0.1)	0.09060000000000001
(0.9,0.2)	0.1801
(0.9,0.3)	0.26919999999999994
(0.9,0.4)	0.3604
(0.9,0.5)	0.45020000000000004
(0.9,0.6)	0.5418999999999998
(0.9,0.7)	0.6289999999999999
(0.9,0.8)	0.7198
(0.9,0.9)	0.8089000000000002
(0.9,1.0)	0.9000000000000002
(1.0,0.0)	0.0
(1.0,0.1)	0.10000000000000002
(1.0,0.2)	0.20000000000000004
(1.0,0.3)	0.2999999999999999
(1.0,0.4)	0.4000000000000001
(1.0,0.5)	0.5
(1.0,0.6)	0.5999999999999998
(1.0,0.7)	0.6999999999999998
(1.0,0.8)	0.8000000000000002
(1.0,0.9)	0.9000000000000002
(1.0,1.0)	1.0
