(0.0,0.0)	0.0
(0.0,0.2)	0.0
(0.0,0.4)	0.0
(0.0,0.6)	0.0
(0.0,0.8)	0.0
(0.0,1.0)	0.0
(0.2,0.0)	0.0
(0.2,0.2)	0.0416
(0.2,0.4)	0.07919999999999999
(0.2,0.6)	0.119
(0.2,0.8)	0.1626
(0.2,1.0)	0.20000000000000004
(0.4,0.0)	0.0
(0.4,0.2)	0.07399999999999998
(0.4,0.4)	0.16340000000000002
(0.4,0.6)	0.24200000000000002
(0.4,0.8)	0.3188000000000001
(0.4,1.0)	0.4000000000000001
(0.6,0.0)	0.0
(0.6,0.2)	0.12119999999999999
(0.6,0.4)	0.24060000000000004
(0.6,0.6)	0.36000000000000004
(0.6,0.8)	0.4772
(0.6,1.0)	0.5999999999999998
(0.8,0.0)	0.0
(0.8,0.2)	0.15619999999999998
(0.8,0.4)	0.3158000000000001
(0.8,0.6)	0.4752
(0.8,0.8)	0.6335999999999999
(0.8,1.0)	0.8000000000000002
(1.0,0.0)	0.0
(1.0,0.2)	0.20000000000000004
(1.0,0.4)	0.4000000000000001
(1.0,0.6)	0.5999999999999998
(1.0,0.8)	0.8000000000000002
(1.0,1.0)	1.0
